"Row.names"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D1_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D1_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D2_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D2_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D3_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D3_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D4_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D4_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O1_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O1_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O2_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O2_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O3_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O3_2_repeat.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O4_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O4_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y1_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y1_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y2_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y2_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y3_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y3_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y4_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y4_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X2A_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X2A_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X2B_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X2B_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X2C_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X2C_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X3A_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X3A_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X3B_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X3B_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X3C_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X3C_2.mzML.dia"	"Protein.Group"	"Protein.Ids"	"Protein.Names"	"Genes"	"First.Protein.Description"
"NDUFV3_HUMAN"	812071	778220	578308	604526	799366.000000001	802601	803289	802445	1130200	1140240	1410720	1331530	741361	744036	749613	708271	661110	692668	481947	526220	593428	540004	649145	648882.999999999	777484	768339	786087.999999999	803446	723976.999999999	718480	697811	664713	744331	731539	424674	442580	"P56181"	"P56181"	"NDUV3_HUMAN"	"NDUFV3_HUMAN"	"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial"
"NECAP2_HUMAN"	6236932.00456172	5955594.69585803	5178080.73930015	5249047.95903432	4355580.77151077	4378483.50975057	5211865.14477647	4966240.41225528	6780314.48722793	6519468.26340208	4850662.49649675	4849945.36127668	4663786.45739736	4511778.7935811	4331273.48838087	4368536.49861717	6107204.88370671	5897991.30858961	5443001.52617825	5593485.85588038	4873288.75047861	4679499.3491759	5081870.47596398	4123025.84418341	5083961.29689495	4860152.80661224	5317796.55387301	5120204.10550569	4554610.38488075	4423826.31335261	5704280.34234517	5753946.53187268	5449657.81384595	5402809.31251652	3868265.18636142	3879040.37737042	"Q9NVZ3"	"Q9NVZ3;D6RB24"	"NECP2_HUMAN"	"NECAP2_HUMAN"	"Adaptin ear-binding coat-associated protein 2"
"NECTIN2_HUMAN"	2598281.62826977	2551781.24110984	1841009.77803439	1783456.13896642	1572693.93058975	1463261.1393432	1779142.92973152	1744371.08186697	2476491.42522434	2354742.15954109	1989303.94544567	1931921.26811176	2037003.38650749	1771325.8738713	1900023.56332414	1918115.87785778	2488832.54554732	2336255.39944699	1968229.02670507	2069206.74887238	1763142.52848155	1720421.39113691	1872658.3085757	1669155.69539031	1597684.47018057	1587229.89543833	1484854.90817087	1376836.68810131	1100070.25946867	982956.321367749	1550897.99364441	1517874.06954473	1372253.24154273	1303422.26765613	932267.010347745	970506.45119716	"Q92692"	"Q92692;K7EKE8;P32507"	"NECT2_HUMAN"	"NECTIN2_HUMAN"	"Nectin-2"
"NEDD1_HUMAN"	2699947.13117168	2654708.38380683	1908111.1749693	1841354.44065945	1496060.82108495	1483517.46406381	1785842.91557185	1721898.91883148	2896906.94599892	2820490.31224428	1772331.29639097	1681469.71061465	1624558.13276259	1732600.85332058	1756696.14322439	1611161.55453709	2712950.90208234	2611900.48501506	1966741.92591714	1919617.06622179	1640450.04955302	1571441.11412491	1682922.21928535	1527018.25326637	2437403.595874	2198211.11876088	1933050.91535676	1792525.67861199	1806550.45025322	1730785.11662481	2360161.55744177	2296745.1938342	1984678.30934853	1876385.15044717	1397914.18714964	1352391.03738197	"Q8NHV4"	"Q8NHV4"	"NEDD1_HUMAN"	"NEDD1_HUMAN"	"Protein NEDD1"
"NEDD4_HUMAN"	2032956.42406236	1943219.41525482	1558909.57290218	1484504.98021119	1367279.34031234	1414647.36113574	1430578.7646119	1327043.19464994	1517411.81265543	1283739.36492711	1353826.68629356	1265117.5746954	1156883.19979711	1162033.24943567	1166388.18555479	1136589.52598494	1684979.77396564	1511099.22720666	1381099.59689827	1362494.58456152	1278931.37225363	1268436.12933973	1292404.93275394	1050513.3490755	2731534.53377549	2687784.04191994	1326467.75981292	1331236.49760186	741360.351245753	734099.069039562	1543134.75385187	1356524.598599	1365448.92664001	1318426.2401859	1205957.26282816	1229320.8315606	"A0A3B3IUC1"	"A0A3B3IUC1"	"A0A3B3IUC1_HUMAN"	"NEDD4_HUMAN"	"NEDD4 E3 ubiquitin protein ligase"
"NEFM_HUMAN"	5661630	4735470	2781960	2823190	2057230	1946570	1484530	1791600	5508330	4516070	2518800	2518990	2192960	2135810	2235360	1930730	4245860	3450370	2465580	1202930	2155340	2032760	1450390	1481370	2039520	2603810	NA	1206190	2140620	2162880	2218790	1890150	1639720	1560580	1849790	953579	"P07197"	"P07197"	"NFM_HUMAN"	"NEFM_HUMAN"	"Neurofilament medium polypeptide"
"NEK7_HUMAN"	4021711.2896502	3939315.39855449	3452202.38029425	3399234.94110981	2501356.57940403	2541301.5492023	2981037.66296691	2814346.05404085	4037719.67063835	3991994.90807588	2853719.28563665	2972262.46439154	2332358.40414858	2577294.32664135	2639756.38955128	2297833.93962259	4021820.24188047	3862801.79977553	3751032.20800218	3729735.8815955	3282716.13946191	3089352.32484865	3201570.31572338	2219628.83791739	3568744.30208417	3363157.14944085	3367850.21392686	3437491.48962716	2545832.9841674	2711055.01138229	3972371.19981704	3919732.03443599	3872459.45059987	3286484.68656264	2420583.61517878	2336368.23745754	"Q8TDX7"	"Q8TDX7;Q9ES74"	"NEK7_HUMAN"	"NEK7_HUMAN"	"Serine/threonine-protein kinase Nek7"
"NEK9_HUMAN"	1294224.41233731	1214065.59607244	494710.614565629	473569.870756309	294320.805884705	318786.330627983	398606.708902735	365662.583491242	1244743.30611402	1131000.46596433	578672.137145045	579337.987098995	498467.218107828	464128.985437292	416509.803337353	401738.331573397	926409.401075535	938571.572652299	607889.885138446	515103.636282926	365420.975330039	376659.141321779	375956.630927836	349791.554384114	1480872.0909739	1366162.24204453	537265.015690285	472392.519929757	783172.423357897	751163.748430055	1080096.39443112	969728.808157011	770799.878401352	781129.171273857	586184.947727957	569148.290458723	"Q8TD19"	"Q8TD19;A0A7I2V454;A0A7I2V5R1"	"NEK9_HUMAN"	"NEK9_HUMAN"	"Serine/threonine-protein kinase Nek9"
"NELFA_HUMAN"	3128361.52636364	2665260.00007782	2172868.5036037	2095142.57513998	1819221.50628013	1846089.39271494	1880811.04024851	1963117.74103177	2202691.20274477	2061177.26286263	1581164.6540634	1623673.43821372	1682594.87743309	1522194.36253982	1542612.33769777	1605296.12702387	2304694.69047624	2080212.30064134	1866739.22347867	1785198.47613353	1695348.9830605	1643653.6591075	1908696.36567348	1436380.5148	2627824.28216174	2629369.31698931	2705331.32985185	2751107.67469748	1597047.80801609	1562342.24124918	2484512.01993077	2491432.63554607	2556079.00732075	2463450.25473115	1561027.61601985	1575612.64724714	"Q9H3P2"	"Q9H3P2;A0A0C4DFX9;C9JHL4;H0Y3X6;C9JEM7;H7C0W2;H7C2C7;Q8BG30"	"NELFA_HUMAN"	"NELFA_HUMAN"	"Negative elongation factor A"
"NELFB_HUMAN"	3683658.26995322	3519453.77953127	2663847.29385366	2602613.3468176	2096156.2027934	2064413.34035028	2210648.71359574	2238232.37712198	2930133.67116966	2904857.45302832	2261211.38197241	2163020.13768771	2259471.89255954	2013981.51680747	2025859.89229843	1918149.68705191	3078094.12438605	3087512.2404889	2500227.06888822	2407298.80201221	1892441.01849692	1839231.63318791	1996449.08745169	1790278.12313774	3267612.60040664	3147957.71345398	2690226.77360867	2487515.07142286	1770477.83284593	1673967.74874422	2967205.21667822	2839198.30588551	3102079.9152229	2865029.27473525	1666294.73108966	1685494.30507669	"A0A5H1ZRP4"	"A0A5H1ZRP4"	"A0A5H1ZRP4_HUMAN"	"NELFB_HUMAN"	"Negative elongation factor B"
"NELFCD_HUMAN"	31769643.8553474	30082493.7595062	18969879.1072715	16743807.037198	14250498.7998266	14872946.5409044	15906324.0787822	16064555.4087724	21294129.688364	19698934.1291154	16618040.5545907	16321027.2779499	15528991.9509459	13461480.8510434	12925686.6734286	13732536.1959524	26125303.1336495	22827753.5994504	18969455.1859968	17616840.5308207	14851367.0720761	14327081.3566937	14978554.2508164	12217976.4834462	25061352.3995144	23753829.9442945	23165097.7339434	24408542.9021937	12722524.4097806	13007731.6471748	22264468.6287928	20441924.6369878	22495512.8912465	20957187.8803417	10720202.7233691	10911317.6892189	"Q8IXH7"	"Q8IXH7;H0UI80;X6RLT1;Q922L6;Q3TW27"	"NELFD_HUMAN"	"NELFCD_HUMAN"	"Negative elongation factor C/D"
"NELFE_HUMAN"	4917084.33809267	4534657.96713074	4151324.83001299	4098814.7541185	3724503.38472949	3623010.12523872	3802505.74043286	3771261.56403691	3991623.59774953	3876076.75886683	2962095.93620152	2907182.89059205	2676773.81624138	2506617.29094507	2482407.19458685	2417132.25264939	3911658.68690624	3593527.13961881	3404421.45531218	3341981.79238741	3217909.20805118	3217539.57365656	3868087.5065785	2251722.88439076	3732249.01045652	3735421.98585348	3978076.31601228	3885951.66637397	2282654.0687438	2125416.15934569	3709994.95424075	3631394.42464411	3754615.09845482	3560304.25768226	2479975.58398934	2481079.89846594	"P18615"	"P18615;P19426"	"NELFE_HUMAN"	"NELFE_HUMAN"	"Negative elongation factor E"
"NEMF_HUMAN"	2384939.86144757	2043582.40988387	1324398.41544071	1335153.55027618	887603.880704724	846746.087565802	1226472.21769788	1109244.39204725	1549584.41092666	1434787.2215886	699103.698156894	835519.248042401	898274.982287768	833481.974736049	762803.78738506	705586.805656855	1678602.2632489	1582971.88978388	1378791.62728842	1335072.46867601	827700.386685121	777530.763477948	939960.148444219	753268.897021125	1145607.29045055	1120957.00019085	901093.845642806	900020.889714974	808423.134439254	818154.438504026	1082508.66581143	1073791.73947025	1059265.41641732	1009418.59014947	867011.94938126	803712.482510215	"O60524"	"O60524;G3V5V3;Q8CCP0"	"NEMF_HUMAN"	"NEMF_HUMAN"	"Ribosome quality control complex subunit NEMF"
"NENF_HUMAN"	5897715.75673507	5444405.10569243	4059202.97434588	3991036.53690053	3710846.86262311	3661663.7529301	4048916.9489655	4069128.30269491	5827504.5329373	5818562.05517886	3793908.84773287	3677311.53043039	3903222.60907184	3521061.83165945	3656342.15727991	3473981.37311927	6226438.58920351	6107474.9444787	5020983.41847087	4993645.19682332	4062665.98977694	3912966.14012686	4226186.09431257	3190452.76297586	3286971.48762458	3183178.38818439	2836297.38409404	2736255.88239346	2060290.81881122	2014712.0975154	3307558.07000479	3034426.33640247	2999414.7949888	2874769.93780517	1785177.5195224	1693101.77649215	"Q9UMX5"	"Q9UMX5;Q9CQ45"	"NENF_HUMAN"	"NENF_HUMAN"	"Neudesin"
"NES_HUMAN"	41135801.9623943	38412946.1882933	31944674.9288022	31145934.9511833	34909769.1011831	34496153.3226085	36130189.5917151	35353511.0692511	30334708.6958074	29306917.9257523	26525320.9276911	25375286.8407406	19120228.2544669	17981729.700708	20440195.9917554	19985209.6777474	29437666.1456329	28171987.2252291	23998813.1156722	23540496.896009	25823004.8831315	25023038.4747216	26520593.0498693	18567547.614879	20798375.5836677	20241332.9276464	15292019.211375	14766808.5471839	30215516.6070791	29711127.0208297	18079898.4765044	17591924.8757061	23033567.9880291	22387358.8837245	16305012.41365	15814542.5660803	"P48681"	"P48681"	"NEST_HUMAN"	"NES_HUMAN"	"Nestin"
"NEU1_HUMAN"	3490785.67936972	3328384.4117419	1640182.82796943	1671434.30223898	1736845.99399966	1583776.57389055	1955675.55643718	1836109.50412209	2992436.88232284	2922791.07175714	1299418.71881742	1281328.5845003	1454869.8278966	1361529.37525302	1162476.96792889	1102218.42696807	3296861.12834701	3046077.02529603	2583121.3272765	2548455.73026286	1815101.6685816	1837221.76273603	2088526.30685981	956877.318816723	1813413.19406151	1714977.20442576	2205697.18342376	2124189.00974006	1108741.12619629	1146632.18594052	1936288.97730914	1722561.85495635	1806163.71686096	1796143.60567371	1066162.43050131	1149497.68921015	"Q99519"	"Q99519;O35657"	"NEUR1_HUMAN"	"NEU1_HUMAN"	"Sialidase-1"
"NEURL3_HUMAN"	6731310	5504220	2806730	2402730	2379810	1971590	1949110	970651	4598390	3956080	1411010	1202330	1567640	1753210	1457600	1568880	5334120	4803580	1940560	1731570	1755460	2088240	2208930	1398360	2155720	1832440	1531320	1491900	1265810	1160380	2321980	2031770	1609220	1532580	1633160	1216110	"Q96EH8"	"Q96EH8"	"NEUL3_HUMAN"	"NEURL3_HUMAN"	"E3 ubiquitin-protein ligase NEURL3"
"NEXN_HUMAN"	1202100	1134640	760760.999999999	738716	623031	526424	533742	585560	737621	785582.999999999	236422	194707	NA	202615	247804	NA	786548	733547	456310	428010	NA	367966	464942	NA	476886	386813	214436	NA	203882	199035	269341	NA	384266	353218	228211	263956	NA	NA	NA	NA	NA
"NF1_HUMAN"	1207755.16788764	1119166.57074223	696884.295522429	703081.167446257	531230.596368815	571514.050958696	698046.922032151	685662.128402611	1119222.60814055	1047350.01900722	723920.743894342	678314.276285504	730835.891736606	724524.794230197	630887.782339253	655053.053161404	947858.791687525	966877.376048177	851983.458925127	829116.28853179	556507.43238713	519673.312332595	623995.631084961	575265.084638702	1137014.28711284	1011734.57126224	892265.939617933	842402.0208869	675474.743724818	641598.188453166	999405.324544825	971286.624319284	956093.590661903	902285.225993521	650320.673053238	635398.680006546	"P21359"	"P21359;A0A8I5KWR6;H0Y465;A0A8Q3WL04;J3KSB5"	"NF1_HUMAN"	"NF1_HUMAN"	"Neurofibromin"
"NF2_HUMAN"	2357238.1687886	2073960.78242654	1795802.54116605	1634090.50140774	1483474.65924363	1568074.40261154	1437026.98982996	1329396.68895345	1525295.46842452	1563472.48325665	624392.382852624	703846.323812898	686646.708239905	663204.903269542	623587.638196839	654967.486995481	1507959.32563048	1427775.98517236	1152258.06636085	1212510.68176072	915104.175482748	934778.395510703	1158441.34575353	547536.909896623	852213.223280914	885512.659041941	577875.493502961	611357.226392818	528049.939808898	548235.251210771	791477.216556023	750532.25529631	641835.194077666	711931.25161463	623736.671293048	634982.353601644	"P35240"	"P35240;A0A5K1VW66;A0A5F9ZHA0;P46662;F8WJ43;E9PW99;F7D6P2"	"MERL_HUMAN"	"NF2_HUMAN"	"Merlin"
"NFAT5_HUMAN"	1151269.85241685	993048.107765377	927257.043439657	891113.05830201	675096.874432258	732909.666955499	837792.646919654	785829.76817463	738602.342693974	761802.89772846	492649.325975175	442366.551135257	451951.011333473	407176.884994414	451388.086463739	408530.238113511	863848.631738428	959525.111536262	737739.146776265	704723.534460551	661637.51894529	669173.533140667	730361.909695829	413395.094714488	647788.590283729	524465.947076186	633864.746601251	600181.088268678	455864.501338703	457640.627307937	727874.913782259	701310.038123128	573899.021770634	568947.890544135	408632.432477662	385191.842082274	"O94916"	"O94916"	"NFAT5_HUMAN"	"NFAT5_HUMAN"	"Nuclear factor of activated T-cells 5"
"NFATC2IP_HUMAN"	1267080	1155620	1462910	1391140	1376070	1333440	1157640	1219730	1581500	1473290	1166860	1152700	857837	751911.999999999	809724.999999999	797584	546429	711207	909832	887297	841165	788274.999999999	1127750	575100	2831630	2681630	2507850	2387410	2215740	1957380	2359560	2554560	2087490	2150310	2237180	1931680	NA	NA	NA	NA	NA
"NFIC_HUMAN"	1302321.91061877	1190337.41488842	842827.736599493	776344.340175072	655475.977539893	666722.108625609	738487.325003938	700833.688936486	1108203.90815928	1062516.59035405	563284.862294749	548392.335679783	743958.600790602	634694.432030616	596927.431161824	719953.906320273	1078247.26374808	1088227.59256188	866601.637861819	807965.918789204	617196.940819327	677756.040007358	749772.097824278	623739.266973325	957272.13788424	961604.361001493	857625.950282927	846485.479199461	737991.165165005	681331.085331941	1100810.64716287	1002409.58656229	753631.145111996	748991.806095901	577233.716323714	564907.910178681	"P08651"	"P08651;A0A286YEX4;P70255;A0A1Y7VK55"	"NFIC_HUMAN"	"NFIC_HUMAN"	"Nuclear factor 1 C-type"
"NFKB1_HUMAN"	3575390.68492323	3458972.7462736	3123810.82883113	2967140.94626611	2392913.51192917	2314763.41362035	2849949.68755412	2796291.46220435	4348908.76735383	4091086.53955132	2964035.16916259	2714262.43426644	2858205.58832776	2682041.73648491	2689344.42990423	2561540.00956135	3679066.20952684	3466476.42925356	3095417.41375993	3084116.2242999	2665301.55673738	2615697.61996133	2820462.3359303	2475052.84636106	3871949.27444976	3744878.94323428	3760408.29719771	3602347.34263528	3241591.59072514	3107855.90184187	3872807.75745253	3768275.91441317	3531754.65522983	3208336.23916864	2832447.47432988	2858567.22093445	"P19838"	"P19838;D6RH30;D6RC45;A0A494C157;A0A494C1E9;P25799;A0A0G2JGK6"	"NFKB1_HUMAN"	"NFKB1_HUMAN"	"Nuclear factor NF-kappa-B p105 subunit"
"NFKB2_HUMAN"	5414728.59875749	5379182.03195881	4409688.83110571	4425005.19744709	3744530.59131928	3776916.65191736	3425849.26148644	3505923.92742987	8423658.06474944	8025432.81358009	5511085.36663331	5326562.96128651	5398359.98032922	5166879.9030548	5056290.8772054	5015108.05195688	4836198.03363111	4750511.41887023	3701148.11372837	3494566.702537	3302082.34014481	3139285.51215525	3654120.93616719	4561998.68932044	6028571.25701787	5710520.39550247	7477082.48345472	7169759.58367459	5721673.74760311	5554209.97542335	6697807.99720083	6555331.45708738	6067812.40492864	5913082.69598509	5295535.70872414	5406055.7885937	"Q00653"	"Q00653;Q9WTK5;A0A494B9Y5;A0A494BAQ2"	"NFKB2_HUMAN"	"NFKB2_HUMAN"	"Nuclear factor NF-kappa-B p100 subunit"
"NFKB2_HUMAN;REL_HUMAN"	822414.000000001	728160	935620	1120180	896414	892246	736596	853669	1324440	1144040	884089.999999999	733472	1119030	1065040	1029970	907307	661210	778345	713818.999999999	677821	857886.999999999	728241.000000001	862849	1012380	801660	1024280	1476010	1364750	1056380	1219090	1131280	1333740	1401920	1307760	649045.000000001	640127	"Q00653;Q04864"	"Q00653;Q04864;A0A8V8TPL7;P15307;Q9WTK5;A0A494B9Y5;A0A494BAQ2;A4QPD3"	"NFKB2_HUMAN;REL_HUMAN"	"NFKB2_HUMAN;REL_HUMAN"	"Nuclear factor NF-kappa-B p100 subunit"
"NFKBIB_HUMAN"	20750437.7848672	19545564.5754199	16270255.477984	15810133.8427109	10314335.2223932	10500748.7021509	10880255.6502016	12440624.3677234	18341201.6112479	16811997.6760415	11984241.7467156	12652933.4149899	10342944.0194958	10054717.60825	9942814.3685746	9732514.8764612	5143488.71783742	12984528.9857685	13241903.2881421	14155074.6618877	4442928.68426699	5297078.76818149	12005343.5251361	9829478.35743309	14170009.7450572	14978726.7977314	10074923.3887253	9842494.99822071	8802875.62680219	9397544.10877887	14285939.5777748	14166541.4612754	11548423.0791644	10978680.1601066	8569536.86411807	8968626.31410963	"G5E9C2"	"G5E9C2"	"G5E9C2_HUMAN"	"NFKBIB_HUMAN"	"NFKB inhibitor beta"
"NFS1_HUMAN"	3192424.87096493	3087079.87981498	2217738.65778382	2267694.24303107	2149101.02402136	2074826.78057543	2359304.55679013	2264615.43527078	3263468.07418592	3274611.30663367	2466928.81399104	2442456.69467779	2453717.35987008	2379631.01288629	2260354.13007864	2187308.84781524	3485149.08480782	3274409.99269808	3040690.2845759	3111890.51590551	2620235.73268716	2414909.80276697	2556680.46280739	2049767.54321862	1804106.7176328	1745419.17745326	2044616.31969741	1945727.88112666	1441034.4159491	1361467.5657851	2195374.52093998	2065447.89974032	2072640.07896781	2096488.25349016	1276394.12906723	1262395.52412194	"Q9Y697"	"Q9Y697;A2A2M1;F2Z2E7;F8WB23;F8WER8;Q8WV90"	"NFS1_HUMAN"	"NFS1_HUMAN"	"Cysteine desulfurase"
"NFU1_HUMAN"	2858014.83187037	2829238.34711697	2370543.40848225	2294308.71573464	2292724.27291674	2324043.56377512	2249075.63937229	2258020.39530597	2822373.82231	2724031.178035	2296546.58086763	2312986.37142645	2121568.08600465	1865393.92216271	1832535.62148264	1739802.09606697	2923526.84834294	2987021.03858208	2442881.66713524	2403550.02872263	2430423.38207781	2342611.82859526	2330014.97179499	1723233.15988386	1144143.37302599	1179039.97153677	1326436.60258913	1315014.97530035	1297510.26554264	1310110.43702053	1681813.9645907	1689742.62260824	1631164.39728795	1549835.80846363	1002816.19001546	994474.965181124	"Q9UMS0"	"Q9UMS0;Q9QZ23;A0A0N4SUH8;D3Z285"	"NFU1_HUMAN"	"NFU1_HUMAN"	"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial"
"NFX1_HUMAN"	229654.878541898	190642.081519548	150340.033998072	146299.343274376	146578.45698765	146640.713127265	130797.518573235	136161.332589192	205389.617616062	178121.032252035	89236.0722738254	100939.120672811	109548.79957763	93119.0052819276	64606.5338176314	59701.4506638612	173338.084817189	205045.294021258	112803.301789003	142759.060198741	131837.70621978	135770.328526119	144314.518302673	32847.2245138	217743.501939974	205728.539088437	210669.186614381	186891.052372502	132779.187360784	157675.135231868	188660.889277868	175125.376293666	154492.400529312	170134.613289548	126144.806092448	107548.778186028	"Q12986"	"Q12986;B1AY10"	"NFX1_HUMAN"	"NFX1_HUMAN"	"Transcriptional repressor NF-X1"
"NFXL1_HUMAN"	773088.641304871	727131.472144953	734902.616793026	705682.83367156	627092.452374696	596233.959375625	669458.133013108	633632.980999867	586244.013516006	580001.154341766	386386.318189625	371456.603617554	327726.050935067	315084.251381879	237611.018548312	176684.095083327	741042.340972917	738461.612792974	675328.715691686	671285.809825618	618149.029909034	600012.73288312	573660.657063484	78152.9504311017	668881.745298101	669406.197148757	687664.058545782	671002.579933633	510274.869119066	504857.183116289	571150.713212105	655834.193548833	619011.980173489	594233.440322503	469220.117530013	485948.992545667	"Q6ZNB6"	"Q6ZNB6"	"NFXL1_HUMAN"	"NFXL1_HUMAN"	"NF-X1-type zinc finger protein NFXL1"
"NFYB_HUMAN;Nfyb_MOUSE"	2247105.04704777	1958975.55159902	1187309.67141511	1302750.05768641	1061611.20565069	1072209.10714346	1146200.91037467	1054234.50554528	1901341.18070245	1734566.1518188	1162326.90263552	1179218.7457453	1162376.69062993	1079855.41922522	1145080.00450633	1089655.67601396	1526399.16822993	1567727.69155274	1203087.60601194	1137091.8881817	1221269.68440021	1119559.69356544	1163617.87487974	1057379.90301324	2074000.74910522	1840671.15532544	1640260.88718858	1667159.21542011	1319696.75061476	1336523.56226787	1840502.67471473	1977896.06352991	1732306.68803166	1546060.49300575	NA	1381285.94089103	"P25208;P63139"	"P25208;F8VSL3;P63139;D3Z723"	"NFYB_HUMAN;NFYB_MOUSE"	"NFYB_HUMAN;Nfyb_MOUSE"	"Nuclear transcription factor Y subunit beta"
"NGDN_HUMAN"	4492461.60077767	3670523.1123943	2601626.03498365	2405973.89875589	2515717.88355842	2418154.05900003	2066555.32950675	1945355.06401755	2732914.9212688	2290104.13470496	1698225.50493446	1535969.43527459	1604078.94070382	1595812.88609188	1411420.69446128	1414819.02698201	2627764.38144991	2290137.33468493	2128499.18304159	1928522.97904245	1999570.01648756	2019698.06656996	2079552.79105578	1363635.21951702	2150739.96570332	2059937.09418138	2127308.32758551	2118381.80922193	1493887.55840632	1424199.35104099	2177225.89837805	2173046.06164331	2168676.41041023	2015210.60506886	1604268.63750396	1504776.30730538	"Q8NEJ9"	"Q8NEJ9;H0YJQ1;A0A8V8TQS3;A0A8V8TRJ3;G3V4G1;H0YJ17"	"NGDN_HUMAN"	"NGDN_HUMAN"	"Neuroguidin"
"NGEF_HUMAN"	624877.074486946	641340.727949876	578599.492684528	609376.873654531	365362.803866465	414775.975529333	467039.371018179	470864.272146809	596245.806499794	705553.229840177	789415.793641155	729863.318510113	599414.607358802	535751.819105967	604427.500333556	605294.274061368	601353.094507851	566082.896102057	533138.632124644	484940.312751649	528754.22107021	491479.166048008	538711.515158589	562780.0999415	642663.733187822	631749.209412806	402553.95451725	364288.452419388	944781.582033401	956994.008824565	671094.092388851	683301.549697014	742907.718189978	719867.082723547	333037.538711017	365742.454323853	"Q8N5V2"	"Q8N5V2;C9JTV7;Q8CHT1;E9QK62"	"NGEF_HUMAN"	"NGEF_HUMAN"	"Ephexin-1"
"NGLY1_HUMAN"	614166	541222	402711	431952	NA	NA	378463	357594	628697	622501	491651	430210	615839	569835	510884	465918	630693	585201	555416	540193	450633	496648	NA	453680	932480	918552	591703	615957	536785	537686	687414	678605	741841.000000001	726450	604923	570279	NA	NA	NA	NA	NA
"NHEJ1_HUMAN"	1429811.43846177	1506874.22025259	1241172.80006495	1247094.76697037	808427.167233731	926540.30307415	949361.156993556	1008147.50079778	1244336.2108148	1480689.75557214	1013305.704848	836701.13757312	859941.234392751	718958.880462302	761372.9106938	772392.507695069	1332283.27302045	1273613.00836093	1124637.21000219	1164640.93620686	990958.182126159	964186.342234638	946408.594221726	771647.409401571	1392494.27713314	983680.114702788	716845.701081225	719063.270597891	387264.039146412	455122.128168507	920668.724764657	950275.033167668	845167.072081403	736867.669194053	300504.271580963	505639.108669384	"Q9H9Q4"	"Q9H9Q4;C9JWV4;H7C0G7;G5E9Q8"	"NHEJ1_HUMAN"	"NHEJ1_HUMAN"	"Non-homologous end-joining factor 1"
