Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D1_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D1_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D2_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D2_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D3_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D3_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D4_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D4_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O1_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O1_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O2_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O2_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O3_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O3_2_repeat.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O4_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O4_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y1_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y1_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y2_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y2_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y3_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y3_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y4_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y4_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2A_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2A_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2B_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2B_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2C_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2C_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3A_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3A_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3B_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3B_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3C_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3C_2.mzML.dia
Q58FF6	Q58FF6	H90B4_HUMAN	HSP90AB4P	Putative heat shock protein HSP 90-beta 4	8.0882e+06	9.43452e+06	1.04499e+07	1.06982e+07	1.22379e+07	1.26391e+07	9.03493e+06	9.29178e+06	8.84829e+06	9.06416e+06	1.322e+07	1.27145e+07	9.39895e+06	8.87726e+06	9.25342e+06	9.4277e+06	9.47986e+06	8.9203e+06	9.64054e+06	8.69579e+06	9.41369e+06	9.82397e+06	9.38136e+06	8.72785e+06	5.79074e+06	6.99761e+06	9.67207e+06	9.15089e+06	1.18148e+07	1.1484e+07	8.01872e+06	8.36244e+06	7.81053e+06	8.37194e+06	9.65464e+06	8.68581e+06
Q58FF7	Q58FF7	H90B3_HUMAN	HSP90AB3P	Putative heat shock protein HSP 90-beta-3	2.72408e+06	2.69491e+06	2.88836e+06	2.84471e+06	3.38509e+06	3.21853e+06	2.9503e+06	2.80819e+06	2.28668e+06	2.28408e+06	2.82035e+06	2.648e+06	2.40808e+06	2.63116e+06	2.50795e+06	2.56848e+06	2.65446e+06	2.56788e+06	2.39285e+06	2.12908e+06	2.97575e+06	2.91925e+06	2.95759e+06	2.5484e+06	2.08585e+06	1.93031e+06	2.64218e+06	2.57969e+06	2.77102e+06	2.94515e+06	2.40742e+06	2.43262e+06	2.55344e+06	2.4792e+06	2.89501e+06	2.97796e+06
Q58FF8	Q58FF8	H90B2_HUMAN	HSP90AB2P	Putative heat shock protein HSP 90-beta 2	4.6238e+07					2.69129e+07		2.44957e+07				2.18199e+07	2.45919e+07		2.41138e+07	2.48439e+07	4.16243e+07	4.22109e+07							2.97657e+07									2.30573e+07		
Q58FG1	Q58FG1	HS904_HUMAN	HSP90AA4P	Putative heat shock protein HSP 90-alpha A4	1.89023e+07		1.78104e+07	1.77449e+07	2.07169e+07	1.99015e+07	2.02447e+07	1.99344e+07	1.71357e+07	1.62281e+07	1.86291e+07	8.71082e+06		1.73295e+07	1.55412e+07		1.3742e+07	1.65229e+07	1.95676e+07	1.95623e+07	2.0416e+07	1.81248e+07	2.08185e+07	1.57672e+07	1.30907e+07	1.30213e+07		1.88379e+07	2.02872e+07	1.95121e+07		1.57267e+07	1.57073e+07	1.59175e+07	2.12889e+07	2.0841e+07
Q59GN2	Q59GN2	R39L5_HUMAN	RPL39P5	Putative ribosomal protein eL39-like 5	1.74753e+07	1.7181e+07	9.48744e+06	9.71081e+06	9.1374e+06	9.16057e+06	8.57406e+06	8.39024e+06	1.32202e+07	1.2604e+07	6.69833e+06	6.86346e+06	8.00447e+06	7.4224e+06	7.02182e+06	7.49933e+06	1.43588e+07	1.35403e+07	1.09543e+07	1.01573e+07	8.88527e+06	8.80049e+06	1.06459e+07	6.41672e+06	8.76909e+06	8.19739e+06	6.87437e+06	7.0719e+06	6.81188e+06	6.68585e+06	8.69025e+06	8.37058e+06	8.69581e+06	8.87953e+06	7.42715e+06	7.69121e+06
Q5BJD5	Q5BJD5	TM41B_HUMAN	TMEM41B	Transmembrane protein 41B	7.06442e+06	6.91632e+06	2.59792e+06	2.76969e+06	3.90595e+06	4.3177e+06	1.96706e+06	1.99084e+06	5.61713e+06	5.24556e+06	3.51958e+06	3.4726e+06	4.09548e+06	3.57624e+06	3.5118e+06	3.79858e+06	4.58338e+06	4.20716e+06	3.61223e+06	3.33201e+06	2.93813e+06	2.78745e+06	2.4982e+06	4.12329e+06	3.58306e+06	3.49292e+06	3.21909e+06	3.04291e+06	3.73673e+06	3.54074e+06	3.44434e+06	3.09771e+06	2.15009e+06	2.00018e+06	3.88773e+06	3.47627e+06
Q5BJH7	Q5BJH7;K7ERQ0;K7ERY2	YIF1B_HUMAN	YIF1B	Protein YIF1B	2.38855e+06	2.20202e+06	1.98312e+06	1.99031e+06	3.01658e+06	2.95905e+06	2.01332e+06	2.00553e+06	2.15878e+06	2.12513e+06	2.74298e+06	2.80405e+06	2.77477e+06	2.86145e+06	2.65995e+06	2.59748e+06	1.92994e+06	2.00756e+06	2.47104e+06	2.48401e+06	2.52313e+06	2.71533e+06	2.59312e+06	2.67861e+06	2.78953e+06	2.77655e+06	2.98844e+06	2.55752e+06	3.66562e+06	3.88774e+06	2.85693e+06	2.86126e+06	2.92389e+06	3.1416e+06	3.38926e+06	3.57592e+06
Q5BKZ1	Q5BKZ1	ZN326_HUMAN	ZNF326	DBIRD complex subunit ZNF326	6.20699e+06	6.05434e+06	7.21339e+06	7.00226e+06	7.83258e+06	7.77224e+06	7.68069e+06	7.38578e+06	6.39309e+06	6.17394e+06	5.89982e+06	6.08505e+06	5.74113e+06	5.72818e+06	5.536e+06	5.49153e+06	7.6781e+06	7.67637e+06	7.2036e+06	7.33035e+06	8.18288e+06	8.53513e+06	8.5109e+06	5.60136e+06	4.46781e+06	4.93997e+06	5.02116e+06	4.97933e+06	4.17101e+06	4.24552e+06	4.76936e+06	4.60964e+06	5.20404e+06	5.04703e+06	3.8196e+06	3.61455e+06
Q5C9Z4	Q5C9Z4	NOM1_HUMAN	NOM1	Nucleolar MIF4G domain-containing protein 1	1.03395e+06	991800	706685	722771	987442	1.04229e+06	623613	598099	423062	410577	515088	461303	574296	645295	665861	511803	375271	447728	667447	694262	791884	808009	672685	500761	815070	725342	883903	876058	610284	500125	753099	729503	731423	845999	877605	873011
Q5DTU0;Q8N4X5	Q8N4X5;A0A8Q3SIY9;Q5DTU0;A0A0R4J1L6	AF1L2_HUMAN;AF1L2_MOUSE	AFAP1L2;Afap1l2	Actin filament-associated protein 1-like 2	4.88211e+06	4.78954e+06	4.94987e+06	4.71493e+06	4.67275e+06	4.77848e+06	5.96112e+06	5.5872e+06	3.58939e+06	3.4448e+06	3.72562e+06	3.52421e+06	3.47265e+06	3.14336e+06	3.27934e+06	3.20326e+06	5.48598e+06	5.34125e+06	5.4074e+06	5.79747e+06	5.90149e+06	5.7561e+06	5.92001e+06	3.41807e+06	2.46552e+06	2.8058e+06	2.70586e+06	1.79984e+06			1.94725e+06	2.00423e+06	2.60174e+06	2.36003e+06	2.1093e+06	2.65726e+06
Q5DU02	Q5DU02	UBP22_MOUSE	Usp22	Ubiquitin carboxyl-terminal hydrolase 22	1.02862e+06	1.17364e+06	1.31772e+06	1.25961e+06	1.19456e+06	1.06938e+06	985691	944590	858363	962871	886465	973847	920134	909840	849615	868312	888220	805396	799730	885420	1.05167e+06	1.03686e+06	881765	771458	1.26859e+06	1.46614e+06	1.47854e+06	1.39033e+06	993012	940057	1.44613e+06	1.42603e+06	1.37808e+06	1.33462e+06	1.15369e+06	1.11002e+06
Q5EB52	Q5EB52;C9JW74	MEST_HUMAN	MEST	Mesoderm-specific transcript homolog protein	406222	410459	171010	274421	181392	255518		165988	379258	394150	119702	159832	175574	221379	199224	188053	315335	291127	262919	223377	189227	182823		228603	346444	265302	671523	717950	244259	303416	628318	557786	483975	427892	245057	461456
Q5EBG6	Q5EBG6	HSPB6_MOUSE	Hspb6	Heat shock protein beta-6																									1.28402e+06	1.25641e+06	296603	269220	875812	818761		130926	588434	543002		
Q5EBL4	Q5EBL4;A0A1B0GVV3;Q9JJC6	RIPL1_HUMAN	RILPL1	RILP-like protein 1	463472	504255	369762	369640	327210	288257	329007	360780	578431	596915	461430	451099	458658	422633	475363	412715	558036	527914	353793	347713	353775	336260	334173	383868	706969	713481	460470	436350	605357	571743	576455	601762	535379	506301	541911	496098
Q5EBL8	Q5EBL8;Q9CZG9	PDZ11_HUMAN	PDZD11	PDZ domain-containing protein 11	1.40379e+06	1.35714e+06	1.53783e+06	1.58011e+06	1.54902e+06	1.54875e+06	1.66329e+06	1.60907e+06	1.41533e+06	1.47418e+06	1.32296e+06	1.26159e+06	1.05488e+06	1.00615e+06	958258	1.08602e+06	1.58959e+06	1.65318e+06	1.67513e+06	1.72119e+06	1.56775e+06	1.69536e+06	1.76812e+06	989219	1.32864e+06	1.27331e+06	1.48417e+06	1.47564e+06	1.56729e+06	1.49684e+06	1.47419e+06	1.4558e+06	1.21353e+06	1.10828e+06	1.51606e+06	1.51113e+06
Q5F2E8;Q7L7X3	Q7L7X3;Q5F2E8	TAOK1_HUMAN;TAOK1_MOUSE	TAOK1;Taok1	Serine/threonine-protein kinase TAO1	627900	536004	492082	532112	538041	539638	547335	557920	574938	591782	546003	538261	558126	412063	425976	475634	641229	548592	626976	613993	489551	497305	543186	509092	757161	775816	750460	741230	707015	624141	737116	742219	789639	728742	669092	654144
Q5GH66	Q5GH66;Q8BG78	XKR5_MOUSE	Xkr5	XK-related protein 5	2.4924e+06	2.40494e+06	2.92926e+06	3.09619e+06	2.76492e+06	2.88457e+06	3.2405e+06	3.24661e+06	4.26575e+06	4.37868e+06	6.21038e+06	5.80802e+06	4.93489e+06	5.23552e+06	5.14218e+06	5.22764e+06	2.39038e+06	2.41048e+06	3.54387e+06	3.55752e+06	3.03445e+06	2.95523e+06	3.23752e+06	5.27539e+06	2.78492e+06	3.07082e+06	3.76213e+06	3.92214e+06	4.40364e+06	4.445e+06	3.29187e+06	3.54446e+06	3.48172e+06	3.58484e+06	3.86214e+06	3.94338e+06
Q5GLZ8	Q5GLZ8;D6RCL5;H0Y6K7	HERC4_HUMAN	HERC4	Probable E3 ubiquitin-protein ligase HERC4	1.62535e+06	1.58377e+06	1.64178e+06	1.67726e+06	1.57859e+06	1.55679e+06	1.53458e+06	1.56426e+06	1.62309e+06	1.53611e+06	1.67882e+06	1.67477e+06	1.60139e+06	1.5154e+06	1.53129e+06	1.60782e+06	1.50837e+06	1.51213e+06	1.53811e+06	1.58298e+06	1.4773e+06	1.5141e+06	1.52792e+06	1.55642e+06	2.27663e+06	2.33831e+06	1.5279e+06	1.55112e+06	1.92324e+06	1.85563e+06	1.72381e+06	1.66617e+06	1.85281e+06	1.87648e+06	1.84887e+06	1.78464e+06
Q5H9R7	Q5H9R7	PP6R3_HUMAN	PPP6R3	Serine/threonine-protein phosphatase 6 regulatory subunit 3	2.79965e+06	2.77673e+06	2.72964e+06	2.79335e+06	2.35994e+06	2.30428e+06	2.62792e+06	2.56177e+06	2.47256e+06	2.38503e+06	2.42862e+06	2.47835e+06	2.29146e+06	2.37181e+06	2.28756e+06	2.25257e+06	2.41084e+06	2.42679e+06	2.63391e+06	2.61582e+06	2.43857e+06	2.48492e+06	2.59221e+06	2.27207e+06	2.54291e+06	2.60864e+06	2.58889e+06	2.56834e+06	2.57447e+06	2.55334e+06	2.59296e+06	2.72406e+06	2.19866e+06	2.32705e+06	2.56663e+06	2.41554e+06
Q5HYI7	Q5HYI7	MTX3_HUMAN	MTX3	Metaxin-3	860648	794220	838175	910740	1.14985e+06	1.15212e+06	964902	993233	1.31358e+06	1.28904e+06	1.5627e+06	1.44001e+06	1.34606e+06	1.2697e+06	1.30472e+06	1.21719e+06	838975	731728	898004	883100	824305	747457	765417	1.15884e+06	1.15994e+06	1.30594e+06	1.59507e+06	1.47557e+06	1.51188e+06	1.52591e+06	1.29316e+06	1.40368e+06	1.36693e+06	1.43314e+06	1.21841e+06	1.14588e+06
Q5HYI8	Q5HYI8	RABL3_HUMAN	RABL3	Rab-like protein 3	2.37854e+06	2.42913e+06	2.2674e+06	2.21482e+06	2.09799e+06	1.91718e+06	2.08124e+06	2.0983e+06	2.80303e+06	2.66806e+06	2.6296e+06	2.34391e+06	2.1694e+06	2.01269e+06	1.90966e+06	1.87031e+06	2.52994e+06	2.81607e+06	2.06743e+06	2.2795e+06	1.93508e+06	1.97124e+06	2.00044e+06	1.95317e+06	1.75459e+06	1.92688e+06	1.96794e+06	2.0263e+06	1.83846e+06	1.88826e+06	1.85659e+06	1.92481e+06	1.85726e+06	1.82829e+06	1.93107e+06	1.89536e+06
Q5HYK3	Q5HYK3;F8VP53;F8VVW7;F8VVX6	COQ5_HUMAN	COQ5	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	691181	521805	767573	793363	978202	955883	780909	822485	729426	744212	857775	837529	663334	746382	764530	743212	853955	913089	1.05771e+06	1.09409e+06	1.09426e+06	1.10582e+06	1.05589e+06	714991	767792	824212	797493	816903	739587	793884	725583	756523	715552	714838	749704	792313
Q5JNZ5	Q5JNZ5	RS26L_HUMAN	RPS26P11	Putative ribosomal protein eS26-like	1.68828e+06	1.60391e+06	1.62173e+06	1.58662e+06	1.93535e+06	1.91922e+06	1.7655e+06	1.49889e+06	1.65232e+06	1.73942e+06	1.47213e+06	1.54289e+06	1.63228e+06	1.45503e+06	1.34225e+06	1.46448e+06	1.80414e+06	1.55276e+06	1.95589e+06	1.98054e+06	2.31555e+06	2.06732e+06	1.99625e+06	1.35554e+06	990211	1.07349e+06	1.15881e+06	1.15871e+06	1.25949e+06	1.10812e+06	1.19255e+06	1.3507e+06	1.26893e+06	1.31758e+06	1.22039e+06	1.17815e+06
Q5JPE7	Q5JPE7	NOMO2_HUMAN	NOMO2	BOS complex subunit NOMO2	538999	521347	456980	543315	566581	602377	439372	479080	599834	564114	590847	544170	621560	620444	555595	637116	563718	561939	655327	636296	594543	607286	642388	586188	738437	751467	859838	838326	819197	795352	834846	761731	724599	589311	886108	741474
Q5JPH6	Q5JPH6	SYEM_HUMAN	EARS2	Probable glutamate--tRNA ligase, mitochondrial	3.38111e+06	3.15329e+06	2.64037e+06	2.51753e+06	2.78418e+06	2.73934e+06	3.01015e+06	2.99804e+06	3.15497e+06	3.22744e+06	2.35657e+06	2.36637e+06	2.46244e+06	2.34491e+06	2.49064e+06	2.43161e+06	3.0827e+06	3.11084e+06	3.08578e+06	3.16397e+06	2.71934e+06	2.77892e+06	3.33815e+06	2.17243e+06	3.43497e+06	3.42513e+06	3.34576e+06	3.2506e+06	2.92895e+06	2.84764e+06	3.05848e+06	3.12194e+06	3.45791e+06	3.61089e+06	2.90765e+06	2.81479e+06
Q5JPI3	Q5JPI3	CC038_HUMAN	C3orf38	Uncharacterized protein C3orf38	41916.4	43871.6	91728.6	89172.7	94070	86983	95182.1	106528	67796.6	53477.6	81098.1	85180.4	59129.7	55553.6	48894.8		66565.9	59724.1	71089.5	91246.9	108027	89273.1	99915.1	42191.5	61811.3	72835.6	86228.9	75426.4	68349.4	88720.9	79579.6	75792.2	106657	93792.7	39289.6	36408.8
Q5JPI9	Q5JPI9;A0A494BZY7;G3V238	EFMT2_HUMAN	EEF1AKMT2	EEF1A lysine methyltransferase 2	407475	330393	407462	375017	461711	454192	499669	494740	397140	417181	334280	404220	386107	409539	438758	436113	408178	413684	426256	486155	471501	507454	547585	363178	484226	468390	563176	557053	417257	427974	449422	460031	515860	521430	474071	464959
Q5JPU2	Q5JPU2	Q5JPU2_HUMAN	PDHA1	Pyruvate dehydrogenase E1 component subunit alpha	6.70256e+06	6.80951e+06	4.30011e+06	3.54892e+06	3.20459e+06	2.84299e+06	1.42644e+06	1.84697e+06	8.17457e+06	7.73956e+06	2.01894e+06	2.46907e+06	1.88091e+06	1.89284e+06	2.08463e+06	1.70819e+06	5.91275e+06	5.86951e+06	2.52023e+06	3.72335e+06	2.4202e+06	2.88141e+06		2.78921e+06	8.16392e+06	7.57028e+06	2.93997e+06	3.18787e+06	3.59285e+06	3.74259e+06	6.68683e+06	6.03214e+06	2.28994e+06	2.5462e+06	3.71073e+06	4.48323e+06
Q5JRA6	Q5JRA6	TGO1_HUMAN	MIA3	Transport and Golgi organization protein 1 homolog	1.29244e+06	1.29479e+06	1.12686e+06	1.10584e+06	1.50831e+06	1.47036e+06	1.01185e+06	1.02091e+06	1.26917e+06	1.21118e+06	1.21011e+06	1.27745e+06	1.41946e+06	1.38072e+06	1.22907e+06	1.28789e+06	1.3811e+06	1.37477e+06	1.57771e+06	1.60691e+06	1.64554e+06	1.53596e+06	1.40403e+06	1.3624e+06	983546	958032	1.30103e+06	1.21754e+06	1.0196e+06	1.04732e+06	1.07615e+06	1.11129e+06	1.06673e+06	1.16023e+06	1.13601e+06	1.11623e+06
Q5JRX3	Q5JRX3	PREP_HUMAN	PITRM1	Presequence protease, mitochondrial	3.90443e+06	3.96437e+06	3.18103e+06	3.16022e+06	3.8988e+06	3.85773e+06	3.57958e+06	3.65102e+06	3.65638e+06	3.71407e+06	3.42225e+06	3.43758e+06	3.50278e+06	3.52427e+06	3.48465e+06	3.47222e+06	3.64917e+06	3.59727e+06	3.95046e+06	3.86445e+06	3.71284e+06	3.72914e+06	3.7591e+06	3.5085e+06	3.54142e+06	3.60113e+06	2.92826e+06	2.92129e+06	2.45823e+06	2.39013e+06	3.50732e+06	3.50547e+06	3.51917e+06	3.48026e+06	2.95519e+06	2.99613e+06
Q5JSH3	Q5JSH3	WDR44_HUMAN	WDR44	WD repeat-containing protein 44	2.01884e+06	1.96946e+06	2.09815e+06	2.07591e+06	2.16316e+06	2.16707e+06	2.2184e+06	2.235e+06	2.42086e+06	2.39337e+06	2.95641e+06	2.6321e+06	2.63974e+06	2.6752e+06	2.62537e+06	2.5161e+06	2.1451e+06	2.0942e+06	2.37382e+06	2.39484e+06	2.43704e+06	2.58351e+06	2.51833e+06	2.69673e+06	2.17801e+06	2.22029e+06	2.03915e+06	2.14528e+06	2.56945e+06	2.6462e+06	2.28241e+06	2.24994e+06	1.87024e+06	1.8055e+06	2.26465e+06	2.07945e+06
Q5JSZ5	Q5JSZ5	PRC2B_HUMAN	PRRC2B	Protein PRRC2B	668977	744584	729485	695694	776635	742894	899556	808207	731989	661858	699515	708718	527662	534924	477422	489887	743626	801101	1.02303e+06	1.06866e+06	844348	883068	856243	473321	806939	876059	1.07239e+06	1.12858e+06	938929	896246	934643	1.03847e+06	938764	1.02987e+06	781909	786079
Q5JTD0	Q5JTD0;A0A075B6G8;E2QRK7	TJAP1_HUMAN	TJAP1	Tight junction-associated protein 1	2.04588e+06	1.99991e+06	2.44922e+06	2.38281e+06	2.80273e+06	2.67379e+06	2.50371e+06	2.43721e+06	2.21621e+06	2.21254e+06	2.80654e+06	2.86143e+06	2.76213e+06	2.84619e+06	2.92833e+06	2.92239e+06	2.42085e+06	2.13534e+06	2.27175e+06	2.44572e+06	2.89085e+06	2.76591e+06	2.80522e+06	2.89665e+06	1.57953e+06	1.76518e+06	2.39655e+06	2.44821e+06	4.82288e+06	4.90358e+06	2.29357e+06	2.37928e+06	2.2506e+06	2.37499e+06	2.46481e+06	2.55651e+06
Q5JTH9	Q5JTH9	RRP12_HUMAN	RRP12	RRP12-like protein	1.09582e+07	1.04874e+07	8.79026e+06	8.72239e+06	9.34256e+06	9.1291e+06	7.44947e+06	7.39119e+06	6.48186e+06	6.04809e+06	5.67661e+06	5.55253e+06	6.78174e+06	6.41337e+06	5.87479e+06	5.43541e+06	7.07829e+06	7.33532e+06	7.43825e+06	7.48092e+06	9.08609e+06	8.86395e+06	7.23516e+06	5.60501e+06	6.51146e+06	6.58471e+06	6.68029e+06	6.74116e+06	4.65682e+06	4.86712e+06	6.62236e+06	6.45914e+06	6.38333e+06	6.55219e+06	5.74705e+06	5.77476e+06
Q5JTJ3	Q5JTJ3	COA6_HUMAN	COA6	Cytochrome c oxidase assembly factor 6 homolog	4.49471e+06	4.27528e+06	4.88261e+06	4.87684e+06	4.48955e+06	4.51455e+06	4.76401e+06	4.83463e+06	4.52199e+06	4.49096e+06	4.43848e+06	4.44248e+06	4.00722e+06	4.03133e+06	4.39003e+06	4.20165e+06	4.3964e+06	4.42567e+06	4.26588e+06	4.33496e+06	4.28288e+06	4.26657e+06	4.7974e+06	4.39674e+06	2.60691e+06	2.7113e+06	2.70434e+06	2.7905e+06	3.3916e+06	3.40596e+06	2.54231e+06	2.68981e+06	2.33613e+06	2.31391e+06	2.34387e+06	2.45839e+06
Q5JTV8	Q5JTV8;J3KN66;H0YD16	TOIP1_HUMAN	TOR1AIP1	Torsin-1A-interacting protein 1	9.74582e+06	9.4894e+06	5.70958e+06	5.99018e+06	1.08778e+07	1.11272e+07	5.36582e+06	5.45409e+06	7.73247e+06	7.62828e+06	8.63959e+06	8.57412e+06	9.98774e+06	9.54949e+06	8.26214e+06	8.34705e+06	7.67607e+06	7.71667e+06	8.31601e+06	8.52189e+06	9.25153e+06	8.9909e+06	8.81968e+06	8.46542e+06	7.9258e+06	8.09546e+06	7.20668e+06	7.17176e+06	7.81053e+06	7.77775e+06	7.32455e+06	7.22936e+06	7.06979e+06	6.99126e+06	6.98057e+06	6.89131e+06
Q5JTZ9	Q5JTZ9	SYAM_HUMAN	AARS2	Alanine--tRNA ligase, mitochondrial	2.35005e+06	2.31045e+06	1.90036e+06	1.98838e+06	2.84559e+06	2.97689e+06	2.34706e+06	2.29672e+06	3.18012e+06	3.12255e+06	3.34999e+06	3.23598e+06	3.74369e+06	3.4704e+06	3.33931e+06	3.47627e+06	2.47667e+06	2.55154e+06	2.73517e+06	2.72858e+06	2.80848e+06	2.81459e+06	2.86579e+06	3.41158e+06	2.48869e+06	2.13902e+06	2.76564e+06	2.59721e+06	1.79776e+06	1.8595e+06	2.29642e+06	2.2989e+06	2.67041e+06	2.64622e+06	2.39306e+06	2.32735e+06
Q5JUR7	Q5JUR7;A0A0C4DFW4	TEX30_HUMAN	TEX30	Testis-expressed protein 30	148063	166475	265695	183763	267238	256148	159961	110808	97263.1	100471	123214	86792.2	34763.8			99455.8	184131		138963	111436	175860	233440	165692													
Q5JVF3	Q5JVF3;Q8BFV2	PCID2_HUMAN	PCID2	PCI domain-containing protein 2	1.06819e+06	1.15281e+06	787068	742884	848397	770074	692348	687569	911447	999574	732943	704583	736479	675156	603026	673870	1.08257e+06	1.04732e+06	862629	874591	803338	805821	574841	640206	1.21329e+06	1.19129e+06	917522	948616	865110	875169	1.09383e+06	1.06014e+06	984377	938122	817160	832807
Q5JXI8	Q5JXI8	Q5JXI8_HUMAN	FHL1	Four and a half LIM domains 1 (Fragment)	2.43836e+06	2.45024e+06	2.44883e+06	2.41241e+06	3.0832e+06	2.88229e+06	2.08263e+06	2.28325e+06	3.4048e+06	3.4427e+06	5.66782e+06	4.76812e+06	3.37113e+06	3.31929e+06	2.91211e+06	3.51011e+06	2.97284e+06	2.83964e+06	2.19496e+06	2.38113e+06	3.40553e+06	3.68129e+06	2.58582e+06	2.6528e+06	1.35447e+06	1.36797e+06	1.65675e+06	1.22885e+06	3.71291e+06	3.50339e+06	4.3393e+06	4.07532e+06	1.01875e+06	835087	1.47667e+06	1.44313e+06
Q5JY77	Q5JY77	GASP1_HUMAN	GPRASP1	G-protein coupled receptor-associated sorting protein 1	4.8667e+06	4.51552e+06	4.63795e+06	4.09056e+06	4.51971e+06	4.64993e+06	5.6254e+06	5.49025e+06	4.9029e+06	4.40131e+06	2.81563e+06	2.93512e+06	4.93172e+06	5.64699e+06	5.26564e+06	4.87766e+06	4.92966e+06	4.58046e+06	4.92642e+06	4.71768e+06	6.60845e+06	6.30147e+06	6.65323e+06	5.09879e+06	2.45641e+06	2.18799e+06	3.45548e+06	3.81236e+06	6.85661e+06	6.19355e+06	3.13288e+06	3.47244e+06	3.94037e+06	4.00727e+06	6.03934e+06	5.66363e+06
Q5M775	Q5M775;A0A7I2V416;A0A7I2V451;A0A7I2V486;A0A7I2YQJ3;A0A7P0TAS3;A0A7P0TBP2;A0A7P0Z4I1;J3QS22;A0A7I2V562;A0A7P0T9K0;A0A7P0TB87	CYTSB_HUMAN	SPECC1	Cytospin-B	735441	744053	574514	540239	442919	450064	459502	462675	510125	531004	386004	323781	233545	243723	262319	222608	645246	629878	464702	427492	347783	357129	433108	165536	265568	307566	199342	159166	286248	266540	278720	234827	293107	220061	207275	
Q5M7Z0	Q5M7Z0;E9PI44;K7EJ18	RNFT1_HUMAN	RNFT1	E3 ubiquitin-protein ligase RNFT1	8692.55	7663.58							4693.68	1931.71							5970.97	5511.73																		
Q5MIZ7	Q5MIZ7	P4R3B_HUMAN	PPP4R3B	Serine/threonine-protein phosphatase 4 regulatory subunit 3B	535954	522561	453875	442720	316231	407459	284932	322392	360273	427037	317982	303104	275081	316656	303302	286250	480215	486943	357351	355332	293605	257086	298748	250354	460201	426943	225658	223921	344101	371453	445076	431510	378796	381326	331047	361971
Q5MIZ7;Q6IN85	Q5MIZ7;Q6IN85;G3V231;G3V4R3;G3V5A2;G3V5Z3;H0YIY8;Q6P2K6;Q922R5;E9Q481;Q5RJB9	P4R3A_HUMAN;P4R3B_HUMAN	PPP4R3A;PPP4R3B	Serine/threonine-protein phosphatase 4 regulatory subunit 3B	298094	312561	184422	177718	126838	139085	123189	119463	257032	253346	122490	109872	91346	59487.5	87994.2	66423.1	282900	284279	175875	168509	96980.4	99222.9	76409.7	55016.5	263218	269458	176894	159214	109650	103848	229998	224659	180922	170878	97404.2	96198.9
